paper,article_types,new_id,pm_central_id,abstract,value,hypothesis_sentence,hypothesis_entities,clean_hypothesis_entities,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,entity_9,entity_10,entity_11,entity_12,entity_13,entity_14,entity_15,entity_16,entity_17,entity_18,entity_19,entity_20,entity_21,entity_22,entity_23,entity_24,entity_25,entity_26,entity_27,entity_28,entity_29,entity_30,entity_31
http://ns.inria.fr/covid19/1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa#Hypothesis,,http://ns.inria.fr/covid19/1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa#abstract,"Viruses are one of the major causes of various acute and chronic infectious diseases and thus a major contributor to the global burden of disease. Several studies have shown how viruses have evolved to hijack basic cellular pathways and evade innate immune response by modulating key host factors and signalling pathways. A collective view of these multiple studies could advance our understanding of viral evasion mechanisms and provide new therapeutic perspectives for the treatment of viral diseases. Here, we performed an integrative meta-analysis to elucidate the 17 different host-virus interactomes. Network and bioinformatics analyses showed how viruses with small genomes efficiently achieve the maximal effect by targeting multifunctional and highly connected host proteins with a high occurrence of disordered regions. We also identified the core cellular process subnetworks that are targeted by all the viruses. Integration with functional RNA interference (RNAi) datasets showed that a large proportion of the targets are required for viral replication. Furthermore, we performed an interactome-informed drug re-purposing screen and identified novel activities for broad-spectrum antiviral agents against hepatitis C virus and human metapneumovirus. Altogether, these orthogonal datasets could serve as a platform for hypothesis generation and follow-up studies to broaden our understanding of the viral evasion landscape.","Altogether, these orthogonal datasets could serve as a platform for hypothesis generation and follow-up studies to broaden our understanding of the viral evasion landscape.","['these_orthogonal_datasets', 'a_platform', 'hypothesis_generation', 'follow-up_studies', 'our_understanding']","['these orthogonal datasets', 'a platform', 'hypothesis generation', 'follow-up studies', 'our understanding']",these orthogonal datasets,a platform,hypothesis generation,follow-up studies,our understanding,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/46605a285131acb104ba6ed5a7b15a23839bdb49,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4973921#Hypothesis,PMC4973921,http://ns.inria.fr/covid19/46605a285131acb104ba6ed5a7b15a23839bdb49#abstract,"Progress in combatting zoonoses that emerge from wildlife is often constrained by limited knowledge of the biology of pathogens within reservoir hosts. We focus on the host–pathogen dynamics of four emerging viruses associated with bats: Hendra, Nipah, Ebola, and Marburg viruses. Spillover of bat infections to humans and domestic animals often coincides with pulses of viral excretion within bat populations, but the mechanisms driving such pulses are unclear. Three hypotheses dominate current research on these emerging bat infections. First, pulses of viral excretion could reflect seasonal epidemic cycles driven by natural variations in population densities and contact rates among hosts. If lifelong immunity follows recovery, viruses may disappear locally but persist globally through migration; in either case, new outbreaks occur once births replenish the susceptible pool. Second, epidemic cycles could be the result of waning immunity within bats, allowing local circulation of viruses through oscillating herd immunity. Third, pulses could be generated by episodic shedding from persistently infected bats through a combination of physiological and ecological factors. The three scenarios can yield similar patterns in epidemiological surveys, but strategies to predict or manage spillover risk resulting from each scenario will be different. We outline an agenda for research on viruses emerging from bats that would allow for differentiation among the scenarios and inform development of evidence-based interventions to limit threats to human and animal health. These concepts and methods are applicable to a wide range of pathogens that affect humans, domestic animals, and wildlife.",Three hypotheses dominate current research on these emerging bat infections.,"['Three_hypotheses', 'current_research', 'these_emerging_bat_infections']","['Three hypotheses', 'current research', 'these emerging bat infections']",Three hypotheses,current research,these emerging bat infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/98a6d580176426d4137aee4aec619a56f1e18f7d,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/98a6d580176426d4137aee4aec619a56f1e18f7d#Hypothesis,,http://ns.inria.fr/covid19/98a6d580176426d4137aee4aec619a56f1e18f7d#abstract,"Abstract Mannheimia haemolytica is the most important bacterial agent associated with the bovine respiratory disease complex (BRDC), which causes worldwide economic losses to the cattle industry. M. haemolytica cells initially colonize the tonsillar crypts in the upper respiratory tract of cattle, from where they can subsequently descend into the lungs to cause disease. Many bacteria exist as biofilms inside their hosts. We hypothesize that M. haemolytica colonization of cattle during its commensal state may include biofilm formation. To begin to assess this possibility, we developed an in vitro system to study biofilm formation directly on bovine respiratory epithelial cells. Using fixed primary bovine bronchial epithelial cells, we observed M. haemolytica biofilm formation after a 48h incubation period at 37°C. Addition of mucin, the main component of mucus present in the upper respiratory tract, decreased M. haemolytica biofilm formation on bovine epithelial cells. We investigated the effects of prior viral infection of the epithelial cells on subsequent biofilm formation by M. haemolytica and found negligible effects. Utilization of this model system will provide new insights into the potential role of biofilm formation by M. haemolytica in the pathogenesis of BRDC.",We hypothesize that M. haemolytica colonization of cattle during its commensal state may include biofilm formation.,"['M._haemolytica_colonization', 'cattle', 'its_commensal_state', 'biofilm_formation']","['M. haemolytica colonization', 'cattle', 'its commensal state', 'biofilm formation']",M. haemolytica colonization,cattle,its commensal state,biofilm formation,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/f126b7f9c8ba02a0f872b51cf95d08086e0bd4ac,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/f126b7f9c8ba02a0f872b51cf95d08086e0bd4ac#Hypothesis,,http://ns.inria.fr/covid19/f126b7f9c8ba02a0f872b51cf95d08086e0bd4ac#abstract,"ABSTRACTThe coronavirus (CoV) RNA genome is the largest among single-stranded positive sense RNA viruses. CoVs encode a proofreading 3′→5′exoribonuclease within nonstructural protein 14 (nsp14-ExoN) that is responsible for CoV high-fidelity replication. Alanine substitution of ExoN catalytic residues [ExoN(-)] in SARS-CoV and murine hepatitis virus (MHV) disrupts ExoN activity, yielding viable mutant viruses with defective replication, up to 20-fold decreased fidelity, and increased susceptibility to nucleoside analogs. To test the stability of the ExoN(-) genotype and phenotype, we passaged MHV-ExoN(-) 250 times in cultured cells (P250), in parallel with WT-MHV. Compared to MHV-ExoN(-) P3, MHV-ExoN(-) P250 demonstrated enhanced replication, reduced susceptibility to nucleoside analogs, and increased competitive fitness. However, passage did not select for complete or partial reversion at the ExoN-inactivating mutations. We identified novel amino acid changes within the RNA-dependent RNA polymerase (nsp12-RdRp) and nsp14 of MHV-ExoN(-) P250 that partially account for the observed changes in replication, susceptibility to nucleoside analogs, and competitive fitness observed in the passaged virus population, indicating that additional determinants can compensate for the activities of nsp14-ExoN. Our results suggest that while selection favors restoration of replication fidelity in ExoN(-) CoVs, there may be a significant barrier to ExoN(-) reversion. These results also support the hypothesis that high-fidelity replication is linked to CoV fitness and identify additional candidate proteins that may regulate CoV replication fidelity.IMPORTANCEUnique among RNA viruses, CoVs encode a proofreading exoribonuclease (ExoN) in nsp14 that mediates high-fidelity RNA genome replication. Proofreading-deficient CoVs with disrupted ExoN activity [ExoN(-)] are either non-viable or have significant defects in replication, RNA synthesis, fidelity, fitness, and virulence. In this study, we show that ExoN(-) murine hepatitis virus can adapt over long-term passage for increased replication and fitness without reverting the ExoN-inactivating mutations. Passage-adapted ExoN(-) mutants also demonstrate increasing resistance to nucleoside analogs that is only partially explained by secondary mutations in nsp12 and nsp14. These data suggest that enhanced resistance to nucleoside analogs is mediated by the interplay of multiple replicase proteins and support the proposed link between CoV fidelity and fitness.",These results also support the hypothesis that high-fidelity replication is linked to CoV fitness and identify additional candidate proteins that may regulate CoV replication fidelity.,"['These_results', 'the_hypothesis', 'high-fidelity_replication', 'CoV_fitness', 'additional_candidate_proteins', 'CoV_replication_fidelity']","['These results', 'the hypothesis', 'high-fidelity replication', 'CoV fitness', 'additional candidate proteins', 'CoV replication fidelity']",These results,the hypothesis,high-fidelity replication,CoV fitness,additional candidate proteins,CoV replication fidelity,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/006be99e337c84b8758591a54f0362353b24dfde,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2290050#Hypothesis,PMC2290050,http://ns.inria.fr/covid19/006be99e337c84b8758591a54f0362353b24dfde#abstract,"The half-time for secretion of the plasma protein C-reactive protein (CRP) by the hepatocyte decreases markedly in association with its increased synthesis during the acute phase response to tissue injury (Macintyre, S., D. Samols, and I. Kushner. 1985. J. Biol. Chem. 260:4169-4173). In studies in which subcellular fractions were prepared from cells incubated under pulse-chase conditions, CRP was found to be preferentially retained within the ER of normal hepatocytes, but secreted relatively efficiently in cells prepared from rabbits undergoing the acute phase response. On the basis of the detergent- dependency of specific binding of radiolabeled CRP, as well as EM visualization of biotinylated CRP identified with peroxidase-conjugated streptavidin, CRP was found to bind to the lumenal surface of permeabilized rough microsomes, while no binding was detected in Golgi fractions. As judged by both kinetic and equilibrium binding studies, rough microsomes from control rabbits were found to have two classes of specific binding sites for CRP; a high affinity site (Kd = 1 nM, Bmax = 1 pmol CRP/mg microsomal protein) as well as a much lower affinity (Kd = 140 nM) site. In contrast, only the lower affinity class was detected in microsomes isolated from rabbits undergoing the acute phase response. On nitrocellulose blots probed with radiolabeled CRP a 60-kD protein, distinct from BiP, was detected in extracts of rough microsomes isolated from control rabbits, but not in Golgi fractions or rough microsomes from stimulated animals. These findings correlate with previous observations of changes in secretion kinetics of CRP and are consistent with the hypothesis that the intracellular sorting of CRP could be rerouted by downregulation of a specific ER binding site during the acute phase response.",These findings correlate with previous observations of changes in secretion kinetics of CRP and are consistent with the hypothesis that the intracellular sorting of CRP could be rerouted by downregulation of a specific ER binding site during the acute phase response.,"['These_findings', 'previous_observations', 'changes', 'secretion_kinetics', 'CRP', 'the_hypothesis', 'the_intracellular_sorting', 'CRP', 'downregulation', 'a_specific_ER_binding_site']","['These findings', 'previous observations', 'changes', 'secretion kinetics', 'CRP', 'the hypothesis', 'the intracellular sorting', 'CRP', 'downregulation', 'a specific ER binding site']",These findings,previous observations,changes,secretion kinetics,CRP,the hypothesis,the intracellular sorting,CRP,downregulation,a specific ER binding site,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/a4e41dcddb7c0eb538defbf19602371176f1f97c,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4133625#Hypothesis,PMC4133625,http://ns.inria.fr/covid19/a4e41dcddb7c0eb538defbf19602371176f1f97c#abstract,"BACKGROUND: Airborne transmission of respiratory infectious disease in indoor environment (e.g. airplane cabin, conference room, hospital, isolated room and inpatient ward) may cause outbreaks of infectious diseases, which may lead to many infection cases and significantly influences on the public health. This issue has received more and more attentions from academics. This work investigates the influence of human movement on the airborne transmission of respiratory infectious diseases in an airplane cabin by using an accurate human model in numerical simulation and comparing the influences of different human movement behaviors on disease transmission. METHODS: The Eulerian–Lagrangian approach is adopted to simulate the dispersion and deposition of the expiratory aerosols. The dose–response model is used to assess the infection risks of the occupants. The likelihood analysis is performed as a hypothesis test on the input parameters and different human movement pattern assumptions. An in-flight SARS outbreak case is used for investigation. A moving person with different moving speeds is simulated to represent the movement behaviors. A digital human model was used to represent the detailed profile of the occupants, which was obtained by scanning a real thermal manikin using the 3D laser scanning system. RESULTS: The analysis results indicate that human movement can strengthen the downward transport of the aerosols, significantly reduce the overall deposition and removal rate of the suspended aerosols and increase the average infection risk in the cabin. The likelihood estimation result shows that the risk assessment results better fit the outcome of the outbreak case when the movements of the seated passengers are considered. The intake fraction of the moving person is significantly higher than most of the seated passengers. CONCLUSIONS: The infection risk distribution in the airplane cabin highly depends on the movement behaviors of the passengers and the index patient. The walking activities of the crew members and the seated passengers can significantly increase their personal infection risks. Taking the influence of the movement of the seated passengers and the index patient into consideration is necessary and important. For future studies, investigations on the behaviors characteristics of the passengers during flight will be useful and helpful for infection control. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/1471-2334-14-434) contains supplementary material, which is available to authorized users.",The likelihood analysis is performed as a hypothesis test on the input parameters and different human movement pattern assumptions.,"['the_input_parameters', 'different_human_movement_pattern_assumptions']","['the input parameters', 'different human movement pattern assumptions']",the input parameters,different human movement pattern assumptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/3b3bb498af6f356f4389825f4f3b026edcaef4f0,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6790038#Hypothesis,PMC6790038,http://ns.inria.fr/covid19/3b3bb498af6f356f4389825f4f3b026edcaef4f0#abstract,"BACKGROUND: Respiratory pathology is a major driver of mortality in the intensive care unit (ICU), even in the absence of a primary respiratory diagnosis. Prior work has demonstrated that a visual scoring system applied to chest radiographs (CXR) is associated with adverse outcomes in ICU patients with Acute Respiratory Distress Syndrome (ARDS). We hypothesized that a simple, semi-quantitative CXR score would be associated with clinical outcomes for the general ICU population, regardless of underlying diagnosis. METHODS: All individuals enrolled in the Registry of Critical Illness at Brigham and Women’s Hospital between June 2008 and August 2018 who had a CXR within 24 h of admission were included. Each patient’s CXR was assigned an opacification score of 0–4 in each of four quadrants with the total score being the sum of all four quadrants. Multivariable negative binomial, logistic, and Cox regression, adjusted for age, sex, race, immunosuppression, a history of chronic obstructive pulmonary disease, a history of congestive heart failure, and APACHE II scores, were used to assess the total score’s association with ICU length of stay (LOS), duration of mechanical ventilation, in-hospital mortality, 60-day mortality, and overall mortality, respectively. RESULTS: A total of 560 patients were included. Higher CXR scores were associated with increased mortality; for every one-point increase in score, in-hospital mortality increased 10% (OR 1.10, CI 1.05–1.16, p < 0.001) and 60-day mortality increased by 12% (OR 1.12, CI 1.07–1.17, p < 0.001). CXR scores were also independently associated with both ICU length of stay (rate ratio 1.06, CI 1.04–1.07, p < 0.001) and duration of mechanical ventilation (rate ratio 1.05, CI 1.02–1.07, p < 0.001). CONCLUSIONS: Higher values on a simple visual score of a patient’s CXR on admission to the medical ICU are associated with increased in-hospital mortality, 60-day mortality, overall mortality, length of ICU stay, and duration of mechanical ventilation.","We hypothesized that a simple, semi-quantitative CXR score would be associated with clinical outcomes for the general ICU population, regardless of underlying diagnosis.","['clinical_outcomes', 'the_general_ICU_population', 'underlying_diagnosis']","['clinical outcomes', 'the general ICU population', 'underlying diagnosis']",clinical outcomes,the general ICU population,underlying diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/0ae3f61077f4f2b52521b41af3af1237358c1894,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/0ae3f61077f4f2b52521b41af3af1237358c1894#Hypothesis,,http://ns.inria.fr/covid19/0ae3f61077f4f2b52521b41af3af1237358c1894#abstract,"Abstract There are presently two competitive theories that attempt to explain the etiology of multiple sclerosis (MS). Briefly summarized, they are: 1. An infection, probably of viral type, may attack the oligodendroglia of the central nervous system; or, 2. An autoimmune process may begin with an infection of the peripheral lymphatic immune system, producing antibodies that cross the blood-brain barrier, leading to myelinoclasia. Since 1935, research has been directed toward myelin of the central nervous system and the myelin sheaths of peripheral nerve; however, dorsal root and cranial sensory ganglia (DRG) have apparently not been studied. The present hypothesis states that an infectious agent (probably viral) finds privileged sanctuary in the dorsal root and cranial sensory ganglia (DRG): thereafter periodically invading the spinal cord, brain, or peripheral nerve. Previously reported erratic spinal fluid viral titers and cultures can be explained by differences in the anatomy of the DRG in which there is a variable and limited contact of spinal fluid with sensory ganglia. Clues to this hypothesis were noted by the author during routine neurological examinations of patients with MS, in which sensory signs and symptoms were frequently encountered. This clinical observation has also been reported by others who found such symptoms in 75% of MS patients, ranking second only to incoordination.","The present hypothesis states that an infectious agent (probably viral) finds privileged sanctuary in the dorsal root and cranial sensory ganglia (DRG): thereafter periodically invading the spinal cord, brain, or peripheral nerve.","['The present_hypothesis', 'an_infectious_agent', 'privileged_sanctuary', 'the_dorsal_root_and_cranial_sensory_ganglia', '( DRG', 'the_spinal_cord', 'brain']","['The present hypothesis', 'an infectious agent', 'privileged sanctuary', 'the dorsal root and cranial sensory ganglia', '( DRG', 'the spinal cord', 'brain']",The present hypothesis,an infectious agent,privileged sanctuary,the dorsal root and cranial sensory ganglia,( DRG,the spinal cord,brain,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/c3d79e1b3bb0159b3c333de43cdff8988bcd459f,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6748406#Hypothesis,PMC6748406,http://ns.inria.fr/covid19/c3d79e1b3bb0159b3c333de43cdff8988bcd459f#abstract,"High-throughput multi-omics studies and corresponding network analyses of multi-omic data have rapidly expanded their impact over the last 10 years. As biological features of different types (e.g. transcripts, proteins, metabolites) interact within cellular systems, the greatest amount of knowledge can be gained from networks that incorporate multiple types of -omic data. However, biological and technical sources of variation diminish the ability to detect cross-type associations, yielding networks dominated by communities comprised of nodes of the same type. We describe here network building methods that can maximize edges between nodes of different data types leading to integrated networks, networks that have a large number of edges that link nodes of different–omic types (transcripts, proteins, lipids etc). We systematically rank several network inference methods and demonstrate that, in many cases, using a random forest method, GENIE3, produces the most integrated networks. This increase in integration does not come at the cost of accuracy as GENIE3 produces networks of approximately the same quality as the other network inference methods tested here. Using GENIE3, we also infer networks representing antibody-mediated Dengue virus cell invasion and receptor-mediated Dengue virus invasion. A number of functional pathways showed centrality differences between the two networks including genes responding to both GM-CSF and IL-4, which had a higher centrality value in an antibody-mediated vs. receptor-mediated Dengue network. Because a biological system involves the interplay of many different types of molecules, incorporating multiple data types into networks will improve their use as models of biological systems. The methods explored here are some of the first to specifically highlight and address the challenges associated with how such multi-omic networks can be assembled and how the greatest number of interactions can be inferred from different data types. The resulting networks can lead to the discovery of new host response patterns and interactions during viral infection, generate new hypotheses of pathogenic mechanisms and confirm mechanisms of disease.","The resulting networks can lead to the discovery of new host response patterns and interactions during viral infection, generate new hypotheses of pathogenic mechanisms and confirm mechanisms of disease.","['The_resulting_networks', 'new_host_response_patterns', 'interactions', 'viral_infection', 'new_hypotheses', 'pathogenic_mechanisms', 'mechanisms', 'disease']","['The resulting networks', 'new host response patterns', 'interactions', 'viral infection', 'new hypotheses', 'pathogenic mechanisms', 'mechanisms', 'disease']",The resulting networks,new host response patterns,interactions,viral infection,new hypotheses,pathogenic mechanisms,mechanisms,disease,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/8ae137c8da1607b3a8e4c946c07ca8bda67f88ac,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC156578#Hypothesis,PMC156578,http://ns.inria.fr/covid19/8ae137c8da1607b3a8e4c946c07ca8bda67f88ac#abstract,Recent analyses of human pathogens have revealed that their evolutionary histories are congruent with the hypothesized pattern of ancient and modern human population migrations. Phylogenetic trees of strains of the bacterium Helicobacter pylori and the polyoma JC virus taken from geographically diverse groups of human beings correlate closely with relationships of the populations in which they are found.,Recent analyses of human pathogens have revealed that their evolutionary histories are congruent with the hypothesized pattern of ancient and modern human population migrations.,"['Recent_analyses', 'human_pathogens', 'their_evolutionary_histories', 'the_hypothesized_pattern', 'ancient_and_modern_human_population_migrations']","['Recent analyses', 'human pathogens', 'their evolutionary histories', 'the hypothesized pattern', 'ancient and modern human population migrations']",Recent analyses,human pathogens,their evolutionary histories,the hypothesized pattern,ancient and modern human population migrations,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/26552203057c609bf1926fb9890da2457f54fc5f,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/26552203057c609bf1926fb9890da2457f54fc5f#Hypothesis,,http://ns.inria.fr/covid19/26552203057c609bf1926fb9890da2457f54fc5f#abstract,"Abstract The trunsored model, which is a new incomplete data model regarded as a unified model of the censored and truncated models in lifetime analysis, can not only estimate the ratio of the fragile population to the mixed fragile and durable populations or the cured and fatal mixed populations, but also test a hypothesis that the ratio is equal to a prescribed value with ease. Since SARS showed a severe case fatality ratio, our concern is to know such a case fatality ratio as soon as possible after a similar outbreak begins. The epidemiological determinants of spread of SARS can be dealt with as the probabilistic growth curve models, and the parameter estimation procedure for the probabilistic growth curve models may similarly be treated as the lifetime analysis. Thus, we try to do the parameter estimation to the SARS cases for the infected cases, fatal cases, and cured cases here, as we usually do it in the lifetime analysis. Using the truncated data models to the infected and fatal cases with some censoring time, we may estimate the total (or final) numbers of the patients and deaths, and the case fatality ratio may be estimated by these two numbers. We may also estimate the case fatality ratio using the numbers of the patients and recoveries, but this estimate differs from that using the numbers of the patients and deaths, especially when the censoring time is located at early stages. To circumvent this inconsistency, we propose a mixed trunsored model, an extension of the trunsored model, which can use the data of the patients, deaths, and recoveries simultaneously. The estimate of the case fatality ratio and its confidence interval are easily obtained in a numerical sense. This paper mainly treats the case in Hong Kong. The estimated epidemiological determinants of spread of SARS, fitted to the infected, fatal, and cured cases in Hong Kong, could be the logistic distribution function among the logistic, log-normal, gamma, and Weibull models. Using the proposed method, it would be appropriate that the SARS case fatality ratio is roughly estimated to be 17% in Hong Kong. Worldwide, it is roughly estimated to be about 12–18%, if we consider the safety side without the Chinese case. Unlike the questionably small confidence intervals for the case fatality ratio using the truncated models, the case fatality ratio in the proposed model provides a reasonable confidence interval.","Abstract The trunsored model, which is a new incomplete data model regarded as a unified model of the censored and truncated models in lifetime analysis, can not only estimate the ratio of the fragile population to the mixed fragile and durable populations or the cured and fatal mixed populations, but also test a hypothesis that the ratio is equal to a prescribed value with ease.","['a_new_incomplete_data_model', 'a_unified_model', 'lifetime_analysis', 'the_ratio', 'the_fragile_population', 'the_mixed_fragile_and_durable_populations', 'the_cured_and_fatal_mixed_populations', 'test a_hypothesis', 'the_ratio', 'a_prescribed_value', 'ease']","['a new incomplete data model', 'a unified model', 'lifetime analysis', 'the ratio', 'the fragile population', 'the mixed fragile and durable populations', 'the cured and fatal mixed populations', 'test a hypothesis', 'the ratio', 'a prescribed value', 'ease']",a new incomplete data model,a unified model,lifetime analysis,the ratio,the fragile population,the mixed fragile and durable populations,the cured and fatal mixed populations,test a hypothesis,the ratio,a prescribed value,ease,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/177c9a5fa045b94ea25f72ab17240cdb82585946,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6219178#Hypothesis,PMC6219178,http://ns.inria.fr/covid19/177c9a5fa045b94ea25f72ab17240cdb82585946#abstract,"BACKGROUND: People 65 years or older are at greater risk of serious complications from the seasonal influenza compared with young. To promote elderly people’s behavioral compliance toward influenza prevention, the aim of the current project is to develop, implement, and evaluate a theory-based low-administration-cost intervention building on a leading psychological theory, the Health Action Process Approach (HAPA). METHODS: The target group is Hong Kong Chinese elderly people aged 65 or older who rarely or never adopt any preventive actions. This project will be conducted in three phases over 24 months. In phase 1, intervention program will be developed building on the HAPA theoretical framework which comprises both the initiation and maintenance of influenza prevention behaviors. In phase 2, intervention will be implemented and evaluated using a randomized controlled trial, including: (a) behavior initiation only, (b) behavior initiation + behavior maintenance, and (c) control group. Both the initiation and maintenance components will comprise weekly-delivered telephone-based individual intervention sessions in 3 months. In phase 3, outcome evaluation of behavioral and psychological variables and process evaluation will be conducted. The effectiveness of the intervention will be analyzed using a series of linear mixed models on each behavioral and psychological outcome variable. Structural equation modelling will be used to test the hypothesized theoretical sequence in the HAPA model. DISCUSSION: The proposed project is expected to design theory-based intervention materials to promote the influenza prevention behaviors in Hong Kong elderly people and provide information on its effectiveness and the potential changing mechanism of behavior initiation and maintenance. TRIAL REGISTRATION: This randomized controlled trial was funded by the Health and Medical Research Fund (HMRF), Food and Health Bureau of the Government of the Hong Kong Special Administrative Region (Ref: 16151222) and was registered on 13/10/2017 at CCRB Clinical Trials Registry of the Chinese University of Hong Kong, a Partner Registry of a WHO Primary Registry (Ref: CUHK_CCRB00567).",Structural equation modelling will be used to test the hypothesized theoretical sequence in the HAPA model.,"['Structural_equation_modelling', 'the_hypothesized_theoretical_sequence', 'the_HAPA_model']","['Structural equation modelling', 'the hypothesized theoretical sequence', 'the HAPA model']",Structural equation modelling,the hypothesized theoretical sequence,the HAPA model,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/7af37cc39c5f2eeb88b98ea439da7fc687eddb60,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2701178#Hypothesis,PMC2701178,http://ns.inria.fr/covid19/7af37cc39c5f2eeb88b98ea439da7fc687eddb60#abstract,"The natural transmission routes of the three feline haemotropic mycoplasmas – Mycoplasma haemofelis, ‘Candidatus Mycoplasma haemominutum’, and ‘Candidatus Mycoplasma turicensis’ (CMt) – are largely unknown. Since CMt has been detected in the saliva of infected cats using PCR, we hypothesised that direct transmission via social or aggressive contact may occur. The aim of this study was to evaluate this transmission route. CMt-positive saliva and blood samples were obtained from three prednisolone-treated specific pathogen-free (SPF) cats that were infected intraperitoneally with CMt. Five SPF cats were inoculated with CMt-positive saliva or blood subcutaneously to mimic cat bites, and five cats were inoculated orally with blood or oronasally with saliva to mimic social contact. Blood samples were monitored for CMt infection using quantitative real-time PCR and for seroconversion using a novel western blot assay. Neither oronasal nor subcutaneous inoculation with CMt-positive saliva led to CMt infection in the recipient cats, as determined by PCR, independent of prior prednisolone treatment. However, when blood containing the same CMt dose was given subcutaneously, 4 of the 5 cats became PCR-positive, while none of the 5 cats inoculated orally with up to 500 μL of CMt-positive blood became PCR-positive. Subsequently, the latter cats were successfully subcutaneously infected with blood. All 13 CMt-exposed cats seroconverted. In conclusion, CMt transmission by social contact seems less likely than transmission by aggressive interaction. The latter transmission may occur if the recipient cat is exposed to blood from an infected cat.","Since CMt has been detected in the saliva of infected cats using PCR, we hypothesised that direct transmission via social or aggressive contact may occur.","['CMt', 'infected_cats', 'PCR', 'that_direct_transmission']","['CMt', 'infected cats', 'PCR', 'that direct transmission']",CMt,infected cats,PCR,that direct transmission,,,,,,,,,,,,,,,,,,,,,,,,,,,
